PO number,GRN No.,Item number,Item Description,UoM,Qnty received,Supplier code,Received Location
PO-91632,GRN100112730,ITM-002,Thermal Paste,TUB,586,SUP-1046,Philippines/Manila
PO-91633,GRN100112731,ITM-003,Capacitor 100uF,PCS,1329,SUP-1046,Philippines/Manila
PO-91634,GRN100112732,ITM-004,Silicone Sealant,TUB,1815,SUP-1046,US/New York
PO-91635,GRN100112733,ITM-005,Logic Chip,PCS,789,SUP-1046,US/New York
PO-91636,GRN100112734,ITM-001,High Precision Resistor,PCS,1082,SUP-1047,US/New York
PO-91637,GRN100112735,ITM-002,Thermal Paste,TUB,1572,SUP-1047,Philippines/Manila
PO-91638,GRN100112736,ITM-003,Capacitor 100uF,PCS,1158,SUP-1047,US/New York
PO-91639,GRN100112737,ITM-004,Silicone Sealant,TUB,1427,SUP-1047,Philippines/Manila
PO-91640,GRN100112738,ITM-005,Logic Chip,PCS,1758,SUP-1047,Philippines/Manila
PO-91641,GRN100112739,ITM-001,High Precision Resistor,PCS,612,SUP-1048,Philippines/Manila
PO-91642,GRN100112740,ITM-002,Thermal Paste,TUB,665,SUP-1048,Taiwan/Taipei
PO-91643,GRN100112741,ITM-003,Capacitor 100uF,PCS,529,SUP-1048,Taiwan/Taipei
PO-91644,GRN100112742,ITM-004,Silicone Sealant,TUB,561,SUP-1048,Taiwan/Taipei
PO-91645,GRN100112743,ITM-005,Logic Chip,PCS,1839,SUP-1048,Taiwan/Taipei
PO-91646,GRN100112744,ITM-001,High Precision Resistor,PCS,1348,SUP-1049,Philippines/Manila
PO-91647,GRN100112745,ITM-002,Thermal Paste,TUB,928,SUP-1049,Taiwan/Taipei
PO-91648,GRN100112746,ITM-003,Capacitor 100uF,PCS,1626,SUP-1049,Philippines/Manila
PO-91649,GRN100112747,ITM-004,Silicone Sealant,TUB,1419,SUP-1049,Taiwan/Taipei
PO-91650,GRN100112748,ITM-005,Logic Chip,PCS,1848,SUP-1049,Philippines/Manila
PO-91651,GRN100112749,ITM-001,High Precision Resistor,PCS,1079,SUP-1050,Philippines/Manila
PO-91652,GRN100112750,ITM-002,Thermal Paste,TUB,1207,SUP-1050,Philippines/Manila
PO-91653,GRN100112751,ITM-003,Capacitor 100uF,PCS,1649,SUP-1050,Taiwan/Taipei
PO-91654,GRN100112752,ITM-004,Silicone Sealant,TUB,835,SUP-1050,Taiwan/Taipei
PO-91655,GRN100112753,ITM-005,Logic Chip,PCS,1255,SUP-1050,Taiwan/Taipei
PO-91656,GRN100112754,ITM-001,High Precision Resistor,PCS,1213,SUP-1001,Taiwan/Taipei
PO-91657,GRN100112755,ITM-002,Thermal Paste,TUB,788,SUP-1001,US/New York
PO-91658,GRN100112756,ITM-003,Capacitor 100uF,PCS,1564,SUP-1001,US/New York
PO-91659,GRN100112757,ITM-004,Silicone Sealant,TUB,1340,SUP-1001,Taiwan/Taipei
PO-91660,GRN100112758,ITM-005,Logic Chip,PCS,1382,SUP-1001,Philippines/Manila
PO-91661,GRN100112759,ITM-001,High Precision Resistor,PCS,517,SUP-1002,US/New York
PO-91662,GRN100112760,ITM-002,Thermal Paste,TUB,1615,SUP-1002,Taiwan/Taipei
PO-91663,GRN100112761,ITM-003,Capacitor 100uF,PCS,497,SUP-1002,Philippines/Manila
PO-91664,GRN100112762,ITM-004,Silicone Sealant,TUB,1690,SUP-1002,Taiwan/Taipei
PO-91665,GRN100112763,ITM-005,Logic Chip,PCS,1287,SUP-1002,Philippines/Manila
PO-91666,GRN100112764,ITM-001,High Precision Resistor,PCS,1071,SUP-1003,Philippines/Manila
PO-91667,GRN100112765,ITM-002,Thermal Paste,TUB,1593,SUP-1003,Philippines/Manila
PO-91668,GRN100112766,ITM-003,Capacitor 100uF,PCS,1762,SUP-1003,Taiwan/Taipei
PO-91669,GRN100112767,ITM-004,Silicone Sealant,TUB,1578,SUP-1003,US/New York
PO-91670,GRN100112768,ITM-005,Logic Chip,PCS,812,SUP-1003,Philippines/Manila
PO-91671,GRN100112769,ITM-001,High Precision Resistor,PCS,1781,SUP-1004,Philippines/Manila
PO-91672,GRN100112770,ITM-002,Thermal Paste,TUB,959,SUP-1004,Taiwan/Taipei
PO-91673,GRN100112771,ITM-003,Capacitor 100uF,PCS,1133,SUP-1004,US/New York
PO-91674,GRN100112772,ITM-004,Silicone Sealant,TUB,980,SUP-1004,US/New York
PO-91675,GRN100112773,ITM-005,Logic Chip,PCS,1504,SUP-1004,Philippines/Manila
PO-91676,GRN100112774,ITM-001,High Precision Resistor,PCS,1679,SUP-1005,Philippines/Manila
PO-91677,GRN100112775,ITM-002,Thermal Paste,TUB,861,SUP-1005,Philippines/Manila
PO-91678,GRN100112776,ITM-003,Capacitor 100uF,PCS,686,SUP-1005,Philippines/Manila
PO-91679,GRN100112777,ITM-004,Silicone Sealant,TUB,1785,SUP-1005,US/New York
PO-91680,GRN100112778,ITM-005,Logic Chip,PCS,840,SUP-1005,Taiwan/Taipei
PO-91681,GRN100112779,ITM-001,High Precision Resistor,PCS,491,SUP-1006,Taiwan/Taipei
PO-91682,GRN100112780,ITM-002,Thermal Paste,TUB,1127,SUP-1006,US/New York
PO-91683,GRN100112781,ITM-003,Capacitor 100uF,PCS,1479,SUP-1006,Taiwan/Taipei
PO-91684,GRN100112782,ITM-004,Silicone Sealant,TUB,1961,SUP-1006,Taiwan/Taipei
PO-91685,GRN100112783,ITM-005,Logic Chip,PCS,496,SUP-1006,US/New York
PO-91686,GRN100112784,ITM-001,High Precision Resistor,PCS,744,SUP-1007,Taiwan/Taipei
PO-91687,GRN100112785,ITM-002,Thermal Paste,TUB,1098,SUP-1007,US/New York
PO-91688,GRN100112786,ITM-003,Capacitor 100uF,PCS,1591,SUP-1007,US/New York
PO-91689,GRN100112787,ITM-004,Silicone Sealant,TUB,1374,SUP-1007,US/New York
PO-91690,GRN100112788,ITM-005,Logic Chip,PCS,1648,SUP-1007,US/New York
PO-91691,GRN100112789,ITM-001,High Precision Resistor,PCS,511,SUP-1008,Taiwan/Taipei
PO-91692,GRN100112790,ITM-002,Thermal Paste,TUB,1781,SUP-1008,US/New York
PO-91693,GRN100112791,ITM-003,Capacitor 100uF,PCS,650,SUP-1008,Philippines/Manila
PO-91694,GRN100112792,ITM-004,Silicone Sealant,TUB,471,SUP-1008,Taiwan/Taipei
PO-91695,GRN100112793,ITM-005,Logic Chip,PCS,1251,SUP-1008,Taiwan/Taipei
PO-91696,GRN100112794,ITM-001,High Precision Resistor,PCS,1401,SUP-1009,Taiwan/Taipei
PO-91697,GRN100112795,ITM-002,Thermal Paste,TUB,1485,SUP-1009,US/New York
PO-91698,GRN100112796,ITM-003,Capacitor 100uF,PCS,1479,SUP-1009,Taiwan/Taipei
PO-91699,GRN100112797,ITM-004,Silicone Sealant,TUB,1231,SUP-1009,Taiwan/Taipei
PO-91700,GRN100112798,ITM-005,Logic Chip,PCS,696,SUP-1009,Philippines/Manila
PO-91701,GRN100112799,ITM-001,High Precision Resistor,PCS,1471,SUP-1010,Taiwan/Taipei
PO-91702,GRN100112800,ITM-002,Thermal Paste,TUB,1535,SUP-1010,US/New York
PO-91703,GRN100112801,ITM-003,Capacitor 100uF,PCS,979,SUP-1010,Taiwan/Taipei
PO-91704,GRN100112802,ITM-004,Silicone Sealant,TUB,531,SUP-1010,Philippines/Manila
PO-91705,GRN100112803,ITM-005,Logic Chip,PCS,748,SUP-1010,US/New York
PO-91706,GRN100112804,ITM-001,High Precision Resistor,PCS,915,SUP-1011,Taiwan/Taipei
PO-91707,GRN100112805,ITM-002,Thermal Paste,TUB,1720,SUP-1011,Taiwan/Taipei
PO-91708,GRN100112806,ITM-003,Capacitor 100uF,PCS,1274,SUP-1011,Taiwan/Taipei
PO-91709,GRN100112807,ITM-004,Silicone Sealant,TUB,1234,SUP-1011,Taiwan/Taipei
PO-91710,GRN100112808,ITM-005,Logic Chip,PCS,531,SUP-1011,US/New York
PO-91711,GRN100112809,ITM-001,High Precision Resistor,PCS,1287,SUP-1012,US/New York
PO-91712,GRN100112810,ITM-002,Thermal Paste,TUB,1621,SUP-1012,Philippines/Manila
PO-91713,GRN100112811,ITM-003,Capacitor 100uF,PCS,1202,SUP-1012,US/New York
PO-91714,GRN100112812,ITM-004,Silicone Sealant,TUB,1663,SUP-1012,US/New York
PO-91715,GRN100112813,ITM-005,Logic Chip,PCS,968,SUP-1012,US/New York
PO-91716,GRN100112814,ITM-001,High Precision Resistor,PCS,504,SUP-1013,Philippines/Manila
PO-91717,GRN100112815,ITM-002,Thermal Paste,TUB,1673,SUP-1013,Philippines/Manila
PO-91718,GRN100112816,ITM-003,Capacitor 100uF,PCS,1531,SUP-1013,Philippines/Manila
PO-91719,GRN100112817,ITM-004,Silicone Sealant,TUB,1171,SUP-1013,Taiwan/Taipei
PO-91720,GRN100112818,ITM-005,Logic Chip,PCS,1316,SUP-1013,Philippines/Manila
PO-91721,GRN100112819,ITM-001,High Precision Resistor,PCS,1486,SUP-1014,Taiwan/Taipei
PO-91722,GRN100112820,ITM-002,Thermal Paste,TUB,1743,SUP-1014,Taiwan/Taipei
PO-91723,GRN100112821,ITM-003,Capacitor 100uF,PCS,1152,SUP-1014,US/New York
PO-91724,GRN100112822,ITM-004,Silicone Sealant,TUB,1754,SUP-1014,Philippines/Manila
PO-91725,GRN100112823,ITM-005,Logic Chip,PCS,800,SUP-1014,US/New York
PO-91726,GRN100112824,ITM-001,High Precision Resistor,PCS,1735,SUP-1015,Philippines/Manila
PO-91727,GRN100112825,ITM-002,Thermal Paste,TUB,536,SUP-1015,US/New York
PO-91728,GRN100112826,ITM-003,Capacitor 100uF,PCS,1452,SUP-1015,Philippines/Manila
PO-91729,GRN100112827,ITM-004,Silicone Sealant,TUB,1868,SUP-1015,Taiwan/Taipei
PO-91730,GRN100112828,ITM-005,Logic Chip,PCS,1627,SUP-1015,Philippines/Manila
PO-91731,GRN100112829,ITM-001,High Precision Resistor,PCS,1038,SUP-1016,Taiwan/Taipei
PO-91732,GRN100112830,ITM-002,Thermal Paste,TUB,1342,SUP-1016,Philippines/Manila
PO-91733,GRN100112831,ITM-003,Capacitor 100uF,PCS,668,SUP-1016,Philippines/Manila
PO-91734,GRN100112832,ITM-004,Silicone Sealant,TUB,1004,SUP-1016,Taiwan/Taipei
PO-91735,GRN100112833,ITM-005,Logic Chip,PCS,1104,SUP-1016,US/New York
PO-91736,GRN100112834,ITM-001,High Precision Resistor,PCS,699,SUP-1017,Philippines/Manila
PO-91737,GRN100112835,ITM-002,Thermal Paste,TUB,1825,SUP-1017,Taiwan/Taipei
PO-91738,GRN100112836,ITM-003,Capacitor 100uF,PCS,1014,SUP-1017,US/New York
PO-91739,GRN100112837,ITM-004,Silicone Sealant,TUB,858,SUP-1017,US/New York
PO-91740,GRN100112838,ITM-005,Logic Chip,PCS,776,SUP-1017,Taiwan/Taipei
PO-91741,GRN100112839,ITM-001,High Precision Resistor,PCS,1229,SUP-1018,Taiwan/Taipei
PO-91742,GRN100112840,ITM-002,Thermal Paste,TUB,1133,SUP-1018,Taiwan/Taipei
PO-91743,GRN100112841,ITM-003,Capacitor 100uF,PCS,517,SUP-1018,Taiwan/Taipei
PO-91744,GRN100112842,ITM-004,Silicone Sealant,TUB,475,SUP-1018,US/New York
PO-91745,GRN100112843,ITM-005,Logic Chip,PCS,592,SUP-1018,US/New York
PO-91746,GRN100112844,ITM-001,High Precision Resistor,PCS,1032,SUP-1019,Taiwan/Taipei
PO-91747,GRN100112845,ITM-002,Thermal Paste,TUB,561,SUP-1019,Philippines/Manila
PO-91748,GRN100112846,ITM-003,Capacitor 100uF,PCS,1302,SUP-1019,Philippines/Manila
PO-91749,GRN100112847,ITM-004,Silicone Sealant,TUB,1191,SUP-1019,US/New York
PO-91750,GRN100112848,ITM-005,Logic Chip,PCS,581,SUP-1019,US/New York
PO-91751,GRN100112849,ITM-001,High Precision Resistor,PCS,1061,SUP-1020,Taiwan/Taipei
PO-91752,GRN100112850,ITM-002,Thermal Paste,TUB,1202,SUP-1020,Philippines/Manila
PO-91753,GRN100112851,ITM-003,Capacitor 100uF,PCS,1234,SUP-1020,Taiwan/Taipei
PO-91754,GRN100112852,ITM-004,Silicone Sealant,TUB,1690,SUP-1020,Taiwan/Taipei
PO-91755,GRN100112853,ITM-005,Logic Chip,PCS,1478,SUP-1020,Philippines/Manila
PO-91756,GRN100112854,ITM-001,High Precision Resistor,PCS,1288,SUP-1021,Taiwan/Taipei
PO-91757,GRN100112855,ITM-002,Thermal Paste,TUB,1852,SUP-1021,Philippines/Manila
PO-91758,GRN100112856,ITM-003,Capacitor 100uF,PCS,739,SUP-1021,US/New York
PO-91759,GRN100112857,ITM-004,Silicone Sealant,TUB,797,SUP-1021,Philippines/Manila
PO-91760,GRN100112858,ITM-005,Logic Chip,PCS,861,SUP-1021,US/New York
PO-91761,GRN100112859,ITM-001,High Precision Resistor,PCS,819,SUP-1022,Philippines/Manila
PO-91762,GRN100112860,ITM-002,Thermal Paste,TUB,1078,SUP-1022,US/New York
PO-91763,GRN100112861,ITM-003,Capacitor 100uF,PCS,785,SUP-1022,Taiwan/Taipei
PO-91764,GRN100112862,ITM-004,Silicone Sealant,TUB,1310,SUP-1022,Philippines/Manila
PO-91765,GRN100112863,ITM-005,Logic Chip,PCS,1075,SUP-1022,Taiwan/Taipei
PO-91766,GRN100112864,ITM-001,High Precision Resistor,PCS,1851,SUP-1023,US/New York
PO-91767,GRN100112865,ITM-002,Thermal Paste,TUB,1605,SUP-1023,US/New York
PO-91768,GRN100112866,ITM-003,Capacitor 100uF,PCS,519,SUP-1023,Taiwan/Taipei
PO-91769,GRN100112867,ITM-004,Silicone Sealant,TUB,592,SUP-1023,US/New York
PO-91770,GRN100112868,ITM-005,Logic Chip,PCS,619,SUP-1023,US/New York
PO-91771,GRN100112869,ITM-001,High Precision Resistor,PCS,878,SUP-1024,Philippines/Manila
PO-91772,GRN100112870,ITM-002,Thermal Paste,TUB,1246,SUP-1024,Philippines/Manila
PO-91773,GRN100112871,ITM-003,Capacitor 100uF,PCS,1764,SUP-1024,US/New York
PO-91774,GRN100112872,ITM-004,Silicone Sealant,TUB,1178,SUP-1024,Philippines/Manila
PO-91775,GRN100112873,ITM-005,Logic Chip,PCS,1277,SUP-1024,Philippines/Manila
PO-91776,GRN100112874,ITM-001,High Precision Resistor,PCS,1217,SUP-1025,Taiwan/Taipei
PO-91777,GRN100112875,ITM-002,Thermal Paste,TUB,1598,SUP-1025,US/New York
PO-91778,GRN100112876,ITM-003,Capacitor 100uF,PCS,908,SUP-1025,Taiwan/Taipei
PO-91779,GRN100112877,ITM-004,Silicone Sealant,TUB,936,SUP-1025,Taiwan/Taipei
PO-91780,GRN100112878,ITM-005,Logic Chip,PCS,1582,SUP-1025,US/New York
PO-91781,GRN100112879,ITM-001,High Precision Resistor,PCS,1618,SUP-1026,Philippines/Manila
PO-91782,GRN100112880,ITM-002,Thermal Paste,TUB,797,SUP-1026,US/New York
PO-91783,GRN100112881,ITM-003,Capacitor 100uF,PCS,807,SUP-1026,Taiwan/Taipei
PO-91784,GRN100112882,ITM-004,Silicone Sealant,TUB,1746,SUP-1026,US/New York
PO-91785,GRN100112883,ITM-005,Logic Chip,PCS,657,SUP-1026,US/New York
PO-91786,GRN100112884,ITM-001,High Precision Resistor,PCS,1478,SUP-1027,US/New York
PO-91787,GRN100112885,ITM-002,Thermal Paste,TUB,945,SUP-1027,US/New York
PO-91788,GRN100112886,ITM-003,Capacitor 100uF,PCS,1275,SUP-1027,US/New York
PO-91789,GRN100112887,ITM-004,Silicone Sealant,TUB,572,SUP-1027,Philippines/Manila
PO-91790,GRN100112888,ITM-005,Logic Chip,PCS,920,SUP-1027,Taiwan/Taipei
PO-91791,GRN100112889,ITM-001,High Precision Resistor,PCS,879,SUP-1028,Philippines/Manila
PO-91792,GRN100112890,ITM-002,Thermal Paste,TUB,513,SUP-1028,Philippines/Manila
PO-91793,GRN100112891,ITM-003,Capacitor 100uF,PCS,806,SUP-1028,US/New York
PO-91794,GRN100112892,ITM-004,Silicone Sealant,TUB,1431,SUP-1028,Taiwan/Taipei
PO-91795,GRN100112893,ITM-005,Logic Chip,PCS,1543,SUP-1028,US/New York
PO-91796,GRN100112894,ITM-001,High Precision Resistor,PCS,1306,SUP-1029,US/New York
PO-91797,GRN100112895,ITM-002,Thermal Paste,TUB,947,SUP-1029,Taiwan/Taipei
PO-91798,GRN100112896,ITM-003,Capacitor 100uF,PCS,760,SUP-1029,Taiwan/Taipei
PO-91799,GRN100112897,ITM-004,Silicone Sealant,TUB,930,SUP-1029,US/New York
PO-91800,GRN100112898,ITM-005,Logic Chip,PCS,1367,SUP-1029,US/New York
PO-91801,GRN100112899,ITM-001,High Precision Resistor,PCS,615,SUP-1030,Taiwan/Taipei
PO-91802,GRN100112900,ITM-002,Thermal Paste,TUB,1114,SUP-1030,US/New York
PO-91803,GRN100112901,ITM-003,Capacitor 100uF,PCS,980,SUP-1030,Taiwan/Taipei
PO-91804,GRN100112902,ITM-004,Silicone Sealant,TUB,1323,SUP-1030,US/New York
PO-91805,GRN100112903,ITM-005,Logic Chip,PCS,1066,SUP-1030,Philippines/Manila
PO-91806,GRN100112904,ITM-001,High Precision Resistor,PCS,1081,SUP-1031,US/New York
PO-91807,GRN100112905,ITM-002,Thermal Paste,TUB,1337,SUP-1031,US/New York
PO-91808,GRN100112906,ITM-003,Capacitor 100uF,PCS,1725,SUP-1031,US/New York
PO-91809,GRN100112907,ITM-004,Silicone Sealant,TUB,956,SUP-1031,Taiwan/Taipei
PO-91810,GRN100112908,ITM-005,Logic Chip,PCS,589,SUP-1031,Philippines/Manila
PO-91811,GRN100112909,ITM-001,High Precision Resistor,PCS,1606,SUP-1032,US/New York
PO-91812,GRN100112910,ITM-002,Thermal Paste,TUB,1130,SUP-1032,US/New York
PO-91813,GRN100112911,ITM-003,Capacitor 100uF,PCS,1813,SUP-1032,Taiwan/Taipei
PO-91814,GRN100112912,ITM-004,Silicone Sealant,TUB,1827,SUP-1032,Philippines/Manila
PO-91815,GRN100112913,ITM-005,Logic Chip,PCS,1679,SUP-1032,US/New York
PO-91816,GRN100112914,ITM-001,High Precision Resistor,PCS,550,SUP-1033,US/New York
PO-91817,GRN100112915,ITM-002,Thermal Paste,TUB,898,SUP-1033,US/New York
PO-91818,GRN100112916,ITM-003,Capacitor 100uF,PCS,1831,SUP-1033,Philippines/Manila
PO-91819,GRN100112917,ITM-004,Silicone Sealant,TUB,1613,SUP-1033,US/New York
PO-91820,GRN100112918,ITM-005,Logic Chip,PCS,864,SUP-1033,Philippines/Manila
PO-91821,GRN100112919,ITM-001,High Precision Resistor,PCS,659,SUP-1034,US/New York
PO-91822,GRN100112920,ITM-002,Thermal Paste,TUB,746,SUP-1034,Philippines/Manila
PO-91823,GRN100112921,ITM-003,Capacitor 100uF,PCS,649,SUP-1034,Taiwan/Taipei
PO-91824,GRN100112922,ITM-004,Silicone Sealant,TUB,821,SUP-1034,Philippines/Manila
PO-91825,GRN100112923,ITM-005,Logic Chip,PCS,1438,SUP-1034,US/New York
PO-91826,GRN100112924,ITM-001,High Precision Resistor,PCS,1797,SUP-1035,US/New York
PO-91827,GRN100112925,ITM-002,Thermal Paste,TUB,795,SUP-1035,Philippines/Manila
PO-91828,GRN100112926,ITM-003,Capacitor 100uF,PCS,730,SUP-1035,Taiwan/Taipei
PO-91829,GRN100112927,ITM-004,Silicone Sealant,TUB,1956,SUP-1035,Philippines/Manila
PO-91830,GRN100112928,ITM-005,Logic Chip,PCS,919,SUP-1035,Taiwan/Taipei
PO-91831,GRN100112929,ITM-001,High Precision Resistor,PCS,1785,SUP-1036,US/New York
PO-91832,GRN100112930,ITM-002,Thermal Paste,TUB,1723,SUP-1036,US/New York
PO-91833,GRN100112931,ITM-003,Capacitor 100uF,PCS,932,SUP-1036,Taiwan/Taipei
PO-91834,GRN100112932,ITM-004,Silicone Sealant,TUB,606,SUP-1036,Philippines/Manila
PO-91835,GRN100112933,ITM-005,Logic Chip,PCS,1716,SUP-1036,Taiwan/Taipei
PO-91836,GRN100112934,ITM-001,High Precision Resistor,PCS,1277,SUP-1037,US/New York
PO-91837,GRN100112935,ITM-002,Thermal Paste,TUB,1131,SUP-1037,Philippines/Manila
PO-91838,GRN100112936,ITM-003,Capacitor 100uF,PCS,830,SUP-1037,Taiwan/Taipei
PO-91839,GRN100112937,ITM-004,Silicone Sealant,TUB,678,SUP-1037,Taiwan/Taipei
PO-91840,GRN100112938,ITM-005,Logic Chip,PCS,1178,SUP-1037,Philippines/Manila
PO-91841,GRN100112939,ITM-001,High Precision Resistor,PCS,1145,SUP-1038,Philippines/Manila
PO-91842,GRN100112940,ITM-002,Thermal Paste,TUB,1348,SUP-1038,US/New York
PO-91843,GRN100112941,ITM-003,Capacitor 100uF,PCS,1231,SUP-1038,Taiwan/Taipei
PO-91844,GRN100112942,ITM-004,Silicone Sealant,TUB,630,SUP-1038,Philippines/Manila
PO-91845,GRN100112943,ITM-005,Logic Chip,PCS,1262,SUP-1038,Taiwan/Taipei
PO-91846,GRN100112944,ITM-001,High Precision Resistor,PCS,1812,SUP-1039,US/New York
PO-91847,GRN100112945,ITM-002,Thermal Paste,TUB,1815,SUP-1039,US/New York
PO-91848,GRN100112946,ITM-003,Capacitor 100uF,PCS,1272,SUP-1039,Taiwan/Taipei
PO-91849,GRN100112947,ITM-004,Silicone Sealant,TUB,1404,SUP-1039,Taiwan/Taipei
PO-91850,GRN100112948,ITM-005,Logic Chip,PCS,1296,SUP-1039,Taiwan/Taipei
PO-91851,GRN100112949,ITM-001,High Precision Resistor,PCS,1092,SUP-1040,Taiwan/Taipei
PO-91852,GRN100112950,ITM-002,Thermal Paste,TUB,1785,SUP-1040,Philippines/Manila
PO-91853,GRN100112951,ITM-003,Capacitor 100uF,PCS,891,SUP-1040,Taiwan/Taipei
PO-91854,GRN100112952,ITM-004,Silicone Sealant,TUB,1334,SUP-1040,Taiwan/Taipei
PO-91855,GRN100112953,ITM-005,Logic Chip,PCS,550,SUP-1040,Taiwan/Taipei
PO-91856,GRN100112954,ITM-001,High Precision Resistor,PCS,1665,SUP-1041,Philippines/Manila
PO-91857,GRN100112955,ITM-002,Thermal Paste,TUB,1749,SUP-1041,Philippines/Manila
PO-91858,GRN100112956,ITM-003,Capacitor 100uF,PCS,582,SUP-1041,Taiwan/Taipei
PO-91859,GRN100112957,ITM-004,Silicone Sealant,TUB,1494,SUP-1041,US/New York
PO-91860,GRN100112958,ITM-005,Logic Chip,PCS,580,SUP-1041,Taiwan/Taipei
PO-91861,GRN100112959,ITM-001,High Precision Resistor,PCS,899,SUP-1042,US/New York
PO-91862,GRN100112960,ITM-002,Thermal Paste,TUB,797,SUP-1042,Taiwan/Taipei
PO-91863,GRN100112961,ITM-003,Capacitor 100uF,PCS,1085,SUP-1042,US/New York
PO-91864,GRN100112962,ITM-004,Silicone Sealant,TUB,1594,SUP-1042,Taiwan/Taipei
PO-91865,GRN100112963,ITM-005,Logic Chip,PCS,642,SUP-1042,Taiwan/Taipei
PO-91866,GRN100112964,ITM-001,High Precision Resistor,PCS,1090,SUP-1043,Philippines/Manila
PO-91867,GRN100112965,ITM-002,Thermal Paste,TUB,1056,SUP-1043,Philippines/Manila
PO-91868,GRN100112966,ITM-003,Capacitor 100uF,PCS,752,SUP-1043,Taiwan/Taipei
PO-91869,GRN100112967,ITM-004,Silicone Sealant,TUB,1725,SUP-1043,Philippines/Manila
PO-91870,GRN100112968,ITM-005,Logic Chip,PCS,1289,SUP-1043,US/New York
PO-91871,GRN100112969,ITM-001,High Precision Resistor,PCS,1535,SUP-1044,Philippines/Manila
PO-91872,GRN100112970,ITM-002,Thermal Paste,TUB,1080,SUP-1044,US/New York
PO-91873,GRN100112971,ITM-003,Capacitor 100uF,PCS,1217,SUP-1044,US/New York
PO-91874,GRN100112972,ITM-004,Silicone Sealant,TUB,1185,SUP-1044,Taiwan/Taipei
PO-91875,GRN100112973,ITM-005,Logic Chip,PCS,796,SUP-1044,Taiwan/Taipei
PO-91876,GRN100112974,ITM-001,High Precision Resistor,PCS,1072,SUP-1045,Taiwan/Taipei
PO-91877,GRN100112975,ITM-002,Thermal Paste,TUB,1736,SUP-1045,US/New York
PO-91878,GRN100112976,ITM-003,Capacitor 100uF,PCS,1549,SUP-1045,Philippines/Manila
PO-91879,GRN100112977,ITM-004,Silicone Sealant,TUB,1711,SUP-1045,Philippines/Manila
PO-91880,GRN100112978,ITM-005,Logic Chip,PCS,1682,SUP-1045,US/New York
PO-91881,GRN100112979,ITM-001,High Precision Resistor,PCS,558,SUP-1046,Taiwan/Taipei
PO-91882,GRN100112980,ITM-002,Thermal Paste,TUB,1120,SUP-1046,US/New York
PO-91883,GRN100112981,ITM-003,Capacitor 100uF,PCS,1096,SUP-1046,Taiwan/Taipei
PO-91884,GRN100112982,ITM-004,Silicone Sealant,TUB,812,SUP-1046,Philippines/Manila
PO-91885,GRN100112983,ITM-005,Logic Chip,PCS,1448,SUP-1046,US/New York
PO-91886,GRN100112984,ITM-001,High Precision Resistor,PCS,1695,SUP-1047,Taiwan/Taipei
PO-91887,GRN100112985,ITM-002,Thermal Paste,TUB,702,SUP-1047,Taiwan/Taipei
PO-91888,GRN100112986,ITM-003,Capacitor 100uF,PCS,1628,SUP-1047,Taiwan/Taipei
PO-91889,GRN100112987,ITM-004,Silicone Sealant,TUB,1224,SUP-1047,Philippines/Manila
PO-91890,GRN100112988,ITM-005,Logic Chip,PCS,1029,SUP-1047,Philippines/Manila
PO-91891,GRN100112989,ITM-001,High Precision Resistor,PCS,1098,SUP-1048,Taiwan/Taipei
PO-91892,GRN100112990,ITM-002,Thermal Paste,TUB,1612,SUP-1048,Taiwan/Taipei
PO-91893,GRN100112991,ITM-003,Capacitor 100uF,PCS,1747,SUP-1048,Philippines/Manila
PO-91894,GRN100112992,ITM-004,Silicone Sealant,TUB,1928,SUP-1048,US/New York
PO-91895,GRN100112993,ITM-005,Logic Chip,PCS,1367,SUP-1048,Philippines/Manila
PO-91896,GRN100112994,ITM-001,High Precision Resistor,PCS,891,SUP-1049,Philippines/Manila
PO-91897,GRN100112995,ITM-002,Thermal Paste,TUB,852,SUP-1049,US/New York
PO-91898,GRN100112996,ITM-003,Capacitor 100uF,PCS,1527,SUP-1049,US/New York
PO-91899,GRN100112997,ITM-004,Silicone Sealant,TUB,649,SUP-1049,Taiwan/Taipei
PO-91900,GRN100112998,ITM-005,Logic Chip,PCS,1134,SUP-1049,Taiwan/Taipei
PO-91901,GRN100112999,ITM-001,High Precision Resistor,PCS,1062,SUP-1050,Taiwan/Taipei
PO-91902,GRN100113000,ITM-002,Thermal Paste,TUB,599,SUP-1050,Taiwan/Taipei
PO-91903,GRN100113001,ITM-003,Capacitor 100uF,PCS,737,SUP-1050,US/New York
PO-91904,GRN100113002,ITM-004,Silicone Sealant,TUB,855,SUP-1050,Taiwan/Taipei
PO-91905,GRN100113003,ITM-005,Logic Chip,PCS,501,SUP-1050,Taiwan/Taipei
PO-91906,GRN100113004,ITM-001,High Precision Resistor,PCS,635,SUP-1001,Philippines/Manila
PO-91907,GRN100113005,ITM-002,Thermal Paste,TUB,1293,SUP-1001,Taiwan/Taipei
PO-91908,GRN100113006,ITM-003,Capacitor 100uF,PCS,922,SUP-1001,Philippines/Manila
PO-91909,GRN100113007,ITM-004,Silicone Sealant,TUB,1251,SUP-1001,US/New York
PO-91910,GRN100113008,ITM-005,Logic Chip,PCS,1502,SUP-1001,US/New York
PO-91911,GRN100113009,ITM-001,High Precision Resistor,PCS,1388,SUP-1002,Taiwan/Taipei
PO-91912,GRN100113010,ITM-002,Thermal Paste,TUB,989,SUP-1002,Philippines/Manila
